title,provide_salary,company_type,company_size,company_ind,attribute
大数据开发工程师,1-1.5万/月,民营公司,50-150人,计算机软件,"['成都-龙泉驿区', '3-4年经验', '本科', '招2人']"
大数据开发工程师,1-2万/月,国企,500-1000人,计算机硬件,"['重庆-渝北区', '5-7年经验', '本科', '招2人']"
大数据开发工程师,1-1.5万/月,民营公司,50-150人,计算机软件,"['广州-海珠区', '3-4年经验', '本科', '招3人']"
大数据事业部总监,2-5万/月,民营公司,50-150人,计算机软件,"['南京-江北新区', '10年以上经验', '本科', '招1人']"
大数据开发工程师,1.8-2.5万/月,民营公司,500-1000人,计算机服务(系统、数据服务、维修),"['南京-江北新区', '3-4年经验', '本科', '招2人']"
大数据开发工程师,1.5-2.5万/月,民营公司,150-500人,计算机软件,"['南京-江北新区', '3-4年经验', '本科', '招1人']"
大数据架构师,4-7万/月,民营公司,50-150人,专业服务(咨询、人力资源、财会),"['上海-浦东新区', '5-7年经验', '本科', '招1人']"
软件工程师（人工智能、大数据、系统架构方向）,1.5-2万/月,国企,500-1000人,航天/航空,"['北京-昌平区', '3-4年经验', '本科', '招1人']"
大数据组长,2-3.5万/月,上市公司,10000人以上,批发/零售,"['广州', '5-7年经验', '本科', '招1人']"
大数据开发工程师,1.5-2万/月,民营公司,150-500人,计算机软件,"['深圳-南山区', '3-4年经验', '大专', '招3人']"
大数据经理,4-6万/月,合资,150-500人,汽车,"['上海-杨浦区', '5-7年经验', '本科', '招1人']"
大数据开发工程师,4.5-7千/月,事业单位,50-150人,学术/科研,"['武汉-武昌区', '3-4年经验', '本科', '招若干人']"
线损大数据开发工程师,1.5-2万/月,民营公司,150-500人,计算机软件,"['北京-西城区', '3-4年经验', '本科', '招5人']"
大数据工程师,1.5-2.5万/月,民营公司,5000-10000人,服装/纺织/皮革,"['深圳-龙华区', '本科', '招1人']"
Java大数据开发工程师,1-1.5万/月,民营公司,50-150人,计算机软件,"['重庆-渝北区', '3-4年经验', '本科', '招若干人']"
大数据算法工程师,12-24万/年,民营公司,150-500人,互联网/电子商务,"['昆明', '3-4年经验', '本科', '招2人']"
大数据工程师,10-15万/年,民营公司,50-150人,计算机软件,"['昆明-西山区', '3-4年经验', '本科', '招5人']"
大数据平台架构师,2-4万/月,民营公司,5000-10000人,仪器仪表/工业自动化,"['杭州-滨江区', '5-7年经验', '本科', '招1人']"
大数据工程师（中级）,1.2-2万/月,创业公司,150-500人,互联网/电子商务,"['广州-黄埔区', '2年经验', '本科', '招若干人']"
大数据开发工程师,0.9-1.3万/月,民营公司,1000-5000人,美容/保健,"['广州-天河区', '2年经验', '本科', '招1人']"
大数据开发工程师,1-1.5万/月,民营公司,1000-5000人,多元化业务集团公司,"['杭州-萧山区', '3-4年经验', '本科', '招1人']"
Python开发工程师（大数据方向）,1.5-2.5万/月,合资,1000-5000人,互联网/电子商务,"['深圳-南山区', '3-4年经验', '本科', '招1人']"
大数据开发工程师,1-2万/月,民营公司,50-150人,计算机软件,"['北京-海淀区', '2年经验', '本科', '招5人']"
大数据开发,1.5-2.5万/月,合资,500-1000人,计算机软件,"['北京-朝阳区', '5-7年经验', '大专', '招若干人']"
大数据开发工程师,1-1.5万/月,国企,50-150人,计算机软件,"['无锡-滨湖区', '3-4年经验', '本科', '招1人']"
JAVA开发+ 大数据工程师-东方捷码,1-1.5万/月,事业单位,150-500人,政府/公共事业,"['北京', '2年经验', '本科', '招1人']"
大数据开发工程师,1.5-2万/月,民营公司,少于50人,计算机软件,"['南京', '1年经验', '本科', '招1人']"
大数据开发工程师,1-1.8万/月,民营公司,50-150人,计算机软件,"['武汉-洪山区', '3-4年经验', '本科', '招若干人']"
大数据架构师,2-3万/月,上市公司,1000-5000人,通信/电信/网络设备,"['深圳-南山区', '8-9年经验', '本科', '招1人']"
JAVA开发工程师-大数据方向,1.5-3万/月,上市公司,150-500人,计算机软件,"['北京', '2年经验', '本科', '招若干人']"
大数据架构开发工程师,2.5-3万/月,民营公司,5000-10000人,通信/电信/网络设备,"['上海-浦东新区', '5-7年经验', '本科', '招1人']"
大数据开发工程师,1.5-2.5万/月,民营公司,5000-10000人,计算机软件,"['珠海-横琴新区', '5-7年经验', '本科', '招5人']"
智能制造大数据工程师,0.8-1万/月,外资（非欧美）,1000-5000人,电子技术/半导体/集成电路,"['常州-武进区', '2年经验', '大专', '招2人']"
大数据平台开发工程师,1.2-1.8万/月,民营公司,150-500人,电气/电力/水利,"['中山', '3-4年经验', '本科', '招1人']"
大数据平台研发工程师（武汉）,1-1.7万/月,民营公司,500-1000人,计算机软件,"['异地招聘', '3-4年经验', '本科', '招若干人']"
数据科学与大数据技术专业负责人,0.6-1.2万/月,非营利组织,1000-5000人,教育/培训/院校,"['青岛', '无需经验', '本科', '招1人']"
行业官网大数据总监,1-1.5万/月,民营公司,150-500人,互联网/电子商务,"['唐山', '5-7年经验', '本科', '招1人']"
大数据平台开发工程师,1-1.6万/月,民营公司,10000人以上,计算机软件,"['西安-雁塔区', '3-4年经验', '本科', '招1人']"
大数据开发工程师,1-2万/月,上市公司,10000人以上,计算机软件,"['北京-海淀区', '5-7年经验', '本科', '招1人']"
大数据开发工程师,1.2-2万/月,合资,150-500人,计算机软件,"['杭州-滨江区', '2年经验', '本科', '招若干人']"
大数据开发工程师,1-1.5万/月,上市公司,500-1000人,电气/电力/水利,"['异地招聘', '3-4年经验', '本科', '招2人']"
大数据开发工程师3687,1.2-2万/月,上市公司,1000-5000人,互联网/电子商务,"['北京-海淀区', '3-4年经验', '本科', '招2人']"
大数据开发工程师,1-1.5万/月,国企,50-150人,计算机软件,"['乌鲁木齐', '1年经验', '本科', '招若干人']"
大数据工程师,1-1.2万/月,上市公司,50-150人,仪器仪表/工业自动化,"['异地招聘', '3-4年经验', '本科', '招2人']"
大数据开发工程师,0.8-1.2万/月,外资（非欧美）,150-500人,法律,"['北京-朝阳区', '2年经验', '本科', '招2人']"
大数据高级开发工程师,2-2.5万/月,民营公司,50-150人,计算机软件,"['青岛-黄岛区', '5-7年经验', '本科', '招2人']"
大数据技术开发工程师,0.8-1万/月,外资（欧美）,少于50人,贸易/进出口,"['异地招聘', '2年经验', '本科', '招若干人']"
大数据工程师,1.7-2.5万/月,国企,150-500人,计算机软件,"['北京-海淀区', '3-4年经验', '硕士', '招1人']"
大数据算法工程师,1-2万/月,民营公司,150-500人,计算机服务(系统、数据服务、维修),"['无锡-无锡新区', '1年经验', '本科', '招1人']"
大数据开发工程师,1.3-2.3万/月,民营公司,1000-5000人,计算机软件,"['广州-天河区', '3-4年经验', '本科', '招2人']"
大数据开发工程师,1.5-2.5万/月,民营公司,500-1000人,互联网/电子商务,"['深圳-南山区', '3-4年经验', '本科', '招2人']"
大数据项目工程师,1-2万/月,上市公司,150-500人,计算机软件,"['武汉', '3-4年经验', '本科', '招1人']"
大数据架构工程师,1.5-2万/月,民营公司,50-150人,专业服务(咨询、人力资源、财会),"['异地招聘', '5-7年经验', '本科', '招若干人']"
大数据平台软件工程师/ Data Platform Developer,1-1.5万/月,民营公司,50-150人,计算机软件,"['武汉-江夏区', '3-4年经验', '本科', '招若干人']"
大数据工程师,1-4万/月,上市公司,500-1000人,计算机软件,"['北京-海淀区', '2年经验', '本科', '招2人']"
大数据工程师,0.8-1.5万/月,民营公司,150-500人,计算机软件,"['池州', '3-4年经验', '本科', '招1人']"
大数据开发工程师,1.5-2万/月,上市公司,150-500人,计算机软件,"['上海-浦东新区', '3-4年经验', '本科', '招3人']"
大数据开发工程师,0.7-1.4万/月,民营公司,1000-5000人,计算机软件,"['石家庄-长安区', '2年经验', '本科', '招5人']"
大数据开发工程师,0.7-1.3万/月,合资,1000-5000人,汽车,"['重庆-万州区', '3-4年经验', '本科', '招1人']"
大数据研发工程师,1.5-2万/月,民营公司,150-500人,通信/电信/网络设备,"['北京', '3-4年经验', '大专', '招1人']"
大数据java开发,0.7-1.5万/月,民营公司,500-1000人,计算机软件,"['成都-青羊区', '2年经验', '本科', '招若干人']"
大数据开发工程师,1-1.8万/月,民营公司,500-1000人,计算机软件,"['深圳-福田区', '1年经验', '本科', '招2人']"
0232LS-大数据开发工程师,2.5-3万/月,上市公司,1000-5000人,金融/投资/证券,"['上海-浦东新区', '5-7年经验', '本科', '招1人']"
大数据开发工程师,1.5-2万/月,民营公司,500-1000人,计算机软件,"['上海-徐汇区', '3-4年经验', '本科', '招3人']"
大数据开发工程师,18-30万/年,上市公司,150-500人,金融/投资/证券,"['佛山', '无需经验', '本科', '招若干人']"
大数据开发工程师（中1人，高1人）,1-2万/月,民营公司,50-150人,计算机软件,"['上海-浦东新区', '3-4年经验', '大专', '招2人']"
大数据开发工程师（万云）,0.9-1.2万/月,事业单位,500-1000人,计算机服务(系统、数据服务、维修),"['东莞-松山湖区', '2年经验', '本科', '招1人']"
大数据高级研发工程师,1-1.5万/月,民营公司,50-150人,计算机软件,"['南京-雨花台区', '3-4年经验', '硕士', '招1人']"
大数据工程师,0.5-1.5万/月,事业单位,500-1000人,互联网/电子商务,"['南京', '本科', '招若干人']"
大数据分析工程师,1-2万/月,上市公司,500-1000人,电子技术/半导体/集成电路,"['包头', '3-4年经验', '本科', '招1人']"
大数据架构师,1.5-2万/月,民营公司,50-150人,计算机软件,"['广州', '5-7年经验', '本科', '招3人']"
大数据开发工程师,1-2万/月,民营公司,50-150人,互联网/电子商务,"['上海-黄浦区', '5-7年经验', '本科', '招若干人']"
大数据开发工程师,0.9-1.2万/月,民营公司,少于50人,计算机软件,"['成都-武侯区', '2年经验', '本科', '招2人']"
大数据开发工程师,1-2万/月,民营公司,50-150人,通信/电信/网络设备,"['厦门-湖里区', '1年经验', '本科', '招1人']"
大数据开发工程师,1.5-2万/月,国企,500-1000人,计算机软件,"['杭州-余杭区', '3-4年经验', '本科', '招若干人']"
大数据开发工程师,1.5-2万/月,民营公司,50-150人,通信/电信/网络设备,"['上海-闵行区', '1年经验', '本科', '招10人']"
芒果网公司-研发工程师（大数据方向）,1.5-3万/月,国企,10000人以上,酒店/旅游,"['深圳-南山区', '3-4年经验', '本科', '招4人']"
数据工程师（大数据挖掘、应用）,0.6-1万/月,民营公司,150-500人,计算机软件,"['郑州-二七区', '2年经验', '本科', '招6人']"
大数据开发主管,1.5-2.5万/月,外资（非欧美）,1000-5000人,家具/家电/玩具/礼品,"['苏州-吴中区', '5-7年经验', '本科', '招若干人']"
大数据工程师,1.3-1.7万/月,创业公司,150-500人,互联网/电子商务,"['杭州-滨江区', '2年经验', '本科', '招2人']"
大数据架构师,2.5-3万/月,民营公司,50-150人,计算机软件,"['成都-高新区', '10年以上经验', '本科', '招若干人']"
大数据工程师,30-40万/年,民营公司,150-500人,计算机服务(系统、数据服务、维修),"['上海-闵行区', '3-4年经验', '本科', '招10人']"
大数据开发工程师,1.8-3万/月,外资（欧美）,150-500人,计算机软件,"['福州-台江区', '5-7年经验', '本科', '招3人']"
大数据架构师,1.8-3万/月,民营公司,500-1000人,交通/运输/物流,"['上海-闵行区', '5-7年经验', '大专', '招1人']"
大数据开发工程师,7-15万/年,国企,少于50人,计算机服务(系统、数据服务、维修),"['昆明-盘龙区', '2年经验', '本科', '招2人']"
大数据开发工程师,2-2.5万/月,外资（非欧美）,150-500人,广告,"['北京-朝阳区', '3-4年经验', '本科', '招若干人']"
大数据开发工程师 （用户体验中心）,1.6-2.5万/月,事业单位,150-500人,学术/科研,"['广州-黄埔区', '3-4年经验', '本科', '招1人']"
大数据开发工程师,0.5-1万/月,国企,少于50人,计算机服务(系统、数据服务、维修),"['珠海', '1年经验', '大专', '招1人']"
大数据开发工程师,20-30万/年,上市公司,1000-5000人,计算机服务(系统、数据服务、维修),"['杭州', '3-4年经验', '本科', '招1人']"
大数据开发工程师,2-3万/月,民营公司,150-500人,互联网/电子商务,"['杭州-江干区', '5-7年经验', '本科', '招1人']"
大数据开发工程师（智慧治理）-北京,2-3万/月,民营公司,1000-5000人,计算机软件,"['北京', '5-7年经验', '本科', '招2人']"
大数据开发工程师,0.7-1万/月,民营公司,50-150人,计算机软件,"['成都-高新区', '3-4年经验', '本科', '招1人']"
大数据算法工程师,30-50万/年,民营公司,50-150人,电子技术/半导体/集成电路,"['杭州-余杭区', '2年经验', '硕士', '招若干人']"
Java高级开发工程师（大数据方向）,1.5-2.5万/月,民营公司,50-150人,计算机服务(系统、数据服务、维修),"['上海-徐汇区', '5-7年经验', '本科', '招3人']"
大数据,25-40万/年,合资,1000-5000人,通信/电信运营、增值服务,"['广州-天河区', '5-7年经验', '本科', '招若干人']"
大数据工程师,1.5-2万/月,民营公司,10000人以上,家具/家电/玩具/礼品,"['南京', '5-7年经验', '本科', '招1人']"
中级大数据研发工程师,1.2-1.6万/月,合资,1000-5000人,通信/电信/网络设备,"['沈阳', '3-4年经验', '本科', '招1人']"
大数据架构师,2.5-5万/月,国企,50-150人,金融/投资/证券,"['南京-建邺区', '8-9年经验', '本科', '招1人']"
大数据审计算法工程师,,国企,150-500人,互联网/电子商务,"['北京-西城区', '5-7年经验', '本科', '招1人']"
数据架构师（大数据）,20-30万/年,上市公司,500-1000人,多元化业务集团公司,"['无锡', '5-7年经验', '本科', '招若干人']"
大数据工程师,1.5-3万/月,国企,500-1000人,金融/投资/证券,"['杭州-西湖区', '3-4年经验', '本科', '招5人']"
GIS大数据挖掘工程师,6-8千/月,事业单位,150-500人,农/林/牧/渔,"['昆明-西山区', '1年经验', '本科', '招若干人']"
大数据开发工程师,1.2-1.5万/月,合资,50-150人,互联网/电子商务,"['南京-栖霞区', '3-4年经验', '本科', '招1人']"
大数据开发工程师,1.4-2万/月,民营公司,50-150人,计算机软件,"['长沙-岳麓区', '3-4年经验', '大专', '招3人']"
大数据开发工程师,1.5-3万/月,民营公司,1000-5000人,互联网/电子商务,"['深圳-龙岗区', '5-7年经验', '本科', '招若干人']"
大数据开发工程师,0.8-1.2万/月,上市公司,1000-5000人,家具/家电/玩具/礼品,"['合肥', '2年经验', '大专', '招2人']"
资深大数据开发工程师（北京）,2-3.5万/月,上市公司,1000-5000人,计算机软件,"['北京', '5-7年经验', '本科', '招2人']"
DM8003-数据开发工程师(大数据),2-4万/月,民营公司,50-150人,计算机软件,"['上海-普陀区', '无需经验', '本科', '招若干人']"
大数据总监,3-5万/月,民营公司,150-500人,计算机软件,"['广州-天河区', '8-9年经验', '本科', '招1人']"
大数据开发工程师,1.2-2万/月,民营公司,少于50人,计算机软件,"['杭州-西湖区', '无需经验', '硕士', '招若干人']"
大数据Java开发工程师,1.3-1.7万/月,上市公司,500-1000人,计算机软件,"['广州-荔湾区', '3-4年经验', '本科', '招2人']"
大数据架构师,1.3-2万/月,民营公司,少于50人,计算机软件,"['上海-徐汇区', '3-4年经验', '本科', '招2人']"
大数据开发工程师,2-2.5万/月,民营公司,1000-5000人,计算机软件,"['北京-朝阳区', '5-7年经验', '本科', '招若干人']"
大数据开发工程师-A,12-30万/年,国企,1000-5000人,建筑/建材/工程,"['广州-海珠区', '2年经验', '本科', '招若干人']"
高级开发工程师（大数据团队）,2.5-3万/月,外资（非欧美）,500-1000人,银行,"['上海-浦东新区', '3-4年经验', '本科', '招2人']"
大数据工程师,6-9千/月,国企,1000-5000人,新能源,"['重庆-南岸区', '3-4年经验', '硕士', '招1人']"
大数据开发工程师,1-1.5万/月,民营公司,50-150人,汽车,"['柳州', '5-7年经验', '大专', '招2人']"
高级大数据工程师,1.5-2万/月,外资（非欧美）,500-1000人,计算机软件,"['成都', '5-7年经验', '本科', '招2人']"
生物大数据应用中心-高级软件工程师,1.5-2万/月,民营公司,150-500人,学术/科研,"['长沙-芙蓉区', '5-7年经验', '本科', '招1人']"
高级大数据工程师,2-2.5万/月,民营公司,50-150人,计算机软件,"['苏州-工业园区', '3-4年经验', '本科', '招1人']"
大数据工程师,0.8-1.6万/月,国企,50-150人,计算机服务(系统、数据服务、维修),"['贵阳', '无需经验', '本科', '招若干人']"
工业大数据算法工程师,0.7-1.5万/月,国企,,仪器仪表/工业自动化,"['北京-丰台区', '无需经验', '本科', '招4人']"
Java开发工程师(大数据方向),1.5-2万/月,民营公司,50-150人,计算机软件,"['南京-浦口区', '3-4年经验', '本科', '招2人']"
大数据工程师,1.5-2万/月,民营公司,150-500人,互联网/电子商务,"['深圳-南山区', '3-4年经验', '本科', '招1人']"
大数据开发工程师,1.7-2.3万/月,民营公司,150-500人,互联网/电子商务,"['深圳-南山区', '3-4年经验', '大专', '招2人']"
大数据开发工程师,0.8-1.5万/月,民营公司,500-1000人,计算机软件,"['青岛-黄岛区', '1年经验', '本科', '招20人']"
大数据开发工程师 (MJ000880),1.5-3万/月,民营公司,500-1000人,互联网/电子商务,"['上海-虹口区', '3-4年经验', '本科', '招2人']"
大数据开发应用岗,1.5-2万/月,合资,500-1000人,金融/投资/证券,"['北京', '无需经验', '本科', '招1人']"
大数据开发工程师,1.1-1.6万/月,民营公司,150-500人,计算机软件,"['长沙-岳麓区', '3-4年经验', '本科', '招2人']"
BI\大数据开发,1-1.5万/月,民营公司,150-500人,计算机软件,"['深圳', '3-4年经验', '本科', '招1人']"
664106-资深大数据开发工程师,3-4万/月,外资（欧美）,少于50人,计算机软件,"['上海-浦东新区', '5-7年经验', '本科', '招3人']"
大数据开发工程师,1.2-1.7万/月,上市公司,500-1000人,计算机软件,"['深圳-南山区', '3-4年经验', '大专', '招1人']"
大数据开发工程师,0.8-1.3万/月,民营公司,50-150人,计算机软件,"['武汉-东湖新技术产业开发区', '1年经验', '大专', '招10人']"
开发岗（大数据方向）,1.5-2万/月,国企,500-1000人,计算机软件,"['北京-海淀区', '2年经验', '硕士', '招2人']"
大数据开发工程师,0.6-1万/月,民营公司,500-1000人,计算机软件,"['郑州-高新区', '3-4年经验', '大专', '招5人']"
大数据开发工程师（自然语言处理NLP）,1.5-2.5万/月,国企,150-500人,计算机软件,"['广州-越秀区', '3-4年经验', '本科', '招1人']"
Java开发工程师（大数据方向）,1.5-2.5万/月,上市公司,1000-5000人,计算机软件,"['成都', '3-4年经验', '本科', '招1人']"
大数据开发工程师,1.5-2.5万/月,民营公司,1000-5000人,计算机软件,"['上海-宝山区', '5-7年经验', '本科', '招2人']"
大数据开发工程师,0.9-1万/月,民营公司,50-150人,多元化业务集团公司,"['上海', '1年经验', '本科', '招若干人']"
大数据开发工程师,1.2-1.6万/月,民营公司,500-1000人,计算机软件,"['杭州', '2年经验', '本科', '招3人']"
大数据工程师,,民营公司,少于50人,互联网/电子商务,"['北京-平谷区', '无需经验', '硕士', '招4人']"
大数据开发工程师,,国企,少于50人,计算机软件,"['北京-平谷区', '无需经验', '硕士', '招1人']"
大数据平台研发,,民营公司,少于50人,仪器仪表/工业自动化,"['北京-平谷区', '无需经验', '博士', '招1人']"
华为大数据工程师-北京,1.5-2万/月,民营公司,1000-5000人,通信/电信/网络设备,"['北京-海淀区', '3-4年经验', '大专', '招8人']"
大数据助理技术服务工程师(J10430),2-5万/月,国企,1000-5000人,计算机软件,"['苏州-高新区', '3-4年经验', '本科', '招若干人']"
大数据爬虫工程师,1-1.5万/月,民营公司,50-150人,计算机软件,"['苏州-高新区', '3-4年经验', '本科', '招1人']"
大数据开发工程师,10-15万/年,民营公司,150-500人,计算机软件,"['异地招聘', '3-4年经验', '大专', '招若干人']"
大数据开发工程师,1.5-2万/月,民营公司,50-150人,计算机软件,"['广州-天河区', '3-4年经验', '大专', '招2人']"
Python大数据分析工程师,1.5-2万/月,民营公司,150-500人,仪器仪表/工业自动化,"['深圳', '5-7年经验', '本科', '招1人']"
大数据架构师,2.5-3万/月,民营公司,150-500人,贸易/进出口,"['天津-武清区', '5-7年经验', '本科', '招2人']"
大数据开发工程师,2-3万/月,合资,1000-5000人,互联网/电子商务,"['威海', '2年经验', '本科', '招若干人']"
大数据处理工程师,18-22万/年,国企,150-500人,通信/电信/网络设备,"['武汉-洪山区', '3-4年经验', '本科', '招若干人']"
大数据架构师,1.5-3万/月,民营公司,少于50人,互联网/电子商务,"['北京-朝阳区', '3-4年经验', '硕士', '招1人']"
大数据开发工程师,1.5-2万/月,民营公司,500-1000人,计算机软件,"['深圳-福田区', '3-4年经验', '本科', '招2人']"
大数据开发工程师,1.5-2万/月,民营公司,150-500人,互联网/电子商务,"['湖州', '2年经验', '本科', '招3人']"
大数据架构师,,国企,1000-5000人,金融/投资/证券,"['上海-浦东新区', '5-7年经验', '硕士', '招若干人']"
大数据工程师,2.5-3万/月,民营公司,少于50人,互联网/电子商务,"['异地招聘', '3-4年经验', '本科', '招若干人']"
大数据开发工程师,1.9-2.4万/月,民营公司,150-500人,计算机服务(系统、数据服务、维修),"['上海-浦东新区', '5-7年经验', '本科', '招1人']"
大数据开发工程师,1.5-2万/月,民营公司,150-500人,计算机软件,"['合肥-包河区', '3-4年经验', '本科', '招若干人']"
大数据后端开发工程师,1.5-2万/月,国企,10000人以上,电子技术/半导体/集成电路,"['上海-浦东新区', '5-7年经验', '本科', '招1人']"
大数据高级架构师,2.5-4.5万/月,民营公司,150-500人,广告,"['北京-海淀区', '5-7年经验', '本科', '招1人']"
大数据开发工程师,2-2.5万/月,民营公司,1000-5000人,计算机软件,"['南京-鼓楼区', '3-4年经验', '本科', '招1人']"
大数据开发工程师,1.5-2万/月,上市公司,150-500人,计算机软件,"['上海-闵行区', '5-7年经验', '本科', '招2人']"
大数据开发工程师,0.8-1.6万/月,民营公司,150-500人,计算机服务(系统、数据服务、维修),"['南京-雨花台区', '大专', '招若干人']"
大数据开发岗（台州）,1-1.6万/月,民营公司,5000-10000人,银行,"['台州', '2年经验', '本科', '招5人']"
大数据开发工程师,1-1.5万/月,民营公司,150-500人,计算机软件,"['北京-海淀区', '3-4年经验', '本科', '招若干人']"
高级大数据开发工程师,2-3万/月,国企,150-500人,计算机软件,"['广州-天河区', '5-7年经验', '本科', '招1人']"
大数据开发工程师,1.5-2.5万/月,民营公司,5000-10000人,房地产,"['广州-番禺区', '3-4年经验', '本科', '招4人']"
大数据开发工程师,2-2.5万/月,合资,1000-5000人,金融/投资/证券,"['北京-东城区', '5-7年经验', '本科', '招1人']"
大数据开发工程师,1-1.5万/月,民营公司,少于50人,计算机软件,"['北京-朝阳区', '3-4年经验', '大专', '招若干人']"
技术经理（信息安全、大数据）,1.5-3万/月,民营公司,150-500人,计算机软件,"['南京-浦口区', '3-4年经验', '本科', '招若干人']"
大数据开发工程师/高级工程师,0.8-1.4万/月,外资（欧美）,10000人以上,电子技术/半导体/集成电路,"['昆山', '2年经验', '大专', '招1人']"
大数据算法工程师,1-1.5万/月,民营公司,50-150人,计算机软件,"['南京-秦淮区', '无需经验', '硕士', '招1人']"
大数据开发工程师,1.5-2万/月,民营公司,5000-10000人,金融/投资/证券,"['杭州', '3-4年经验', '大专', '招若干人']"
大数据开发工程师,1-1.5万/月,国企,150-500人,计算机软件,"['兰州', '3-4年经验', '本科', '招2人']"
大数据开发工程师,2-2.5万/月,国企,150-500人,计算机软件,"['成都-高新区', '5-7年经验', '本科', '招1人']"
大数据开发工程师（CD）,1-1.5万/月,国企,1000-5000人,通信/电信运营、增值服务,"['成都-双流区', '2年经验', '本科', '招5人']"
大数据研发工程师,3-4万/月,国企,500-1000人,互联网/电子商务,"['北京-东城区', '3-4年经验', '本科', '招1人']"
高级大数据工程师,2-2.5万/月,外资（欧美）,50-150人,计算机软件,"['成都-高新区', '5-7年经验', '本科', '招1人']"
大数据工程师,1-1.5万/月,上市公司,150-500人,环保,"['合肥-长丰县', '1年经验', '大专', '招2人']"
大数据leader,3-4万/月,民营公司,150-500人,计算机软件,"['上海-嘉定区', '5-7年经验', '大专', '招1人']"
大数据开发工程师,0.8-1.5万/月,民营公司,150-500人,电气/电力/水利,"['济南-市中区', '3-4年经验', '本科', '招2人']"
信息科技部-大数据技术岗,,合资,150-500人,金融/投资/证券,"['北京', '5-7年经验', '本科', '招若干人']"
Hadoop大数据技术工程师(J10314),2.5-3万/月,国企,1000-5000人,互联网/电子商务,"['杭州', '3-4年经验', '本科', '招1人']"
Java开发（大数据方向） (MJ000291),1.3-2.6万/月,外资（欧美）,1000-5000人,计算机软件,"['上海-浦东新区', '2年经验', '本科', '招5人']"
大数据开发工程师,1.2-1.6万/月,民营公司,500-1000人,计算机软件,"['无锡', '3-4年经验', '本科', '招1人']"
大数据开发工程师,0.6-1.5万/月,民营公司,50-150人,贸易/进出口,"['上海-浦东新区', '2年经验', '本科', '招1人']"
大数据工程师（IP网采集软件架构设计）,1.5-3万/月,国企,150-500人,通信/电信/网络设备,"['异地招聘', '3-4年经验', '本科', '招若干人']"
大数据架构师,1-1.5万/月,民营公司,150-500人,专业服务(咨询、人力资源、财会),"['济南-高新区', '3-4年经验', '大专', '招2人']"
大数据工程师,1-2万/月,上市公司,150-500人,计算机软件,"['无锡-滨湖区', '3-4年经验', '本科', '招3人']"
大数据技术架构师,3.5-4.8万/月,民营公司,50-150人,互联网/电子商务,"['上海', '5-7年经验', '本科', '招若干人']"
大数据开发工程师,1.5-3万/月,民营公司,少于50人,互联网/电子商务,"['深圳-南山区', '3-4年经验', '本科', '招1人']"
大数据开发工程师,0.8-1万/月,民营公司,50-150人,计算机软件,"['上海-松江区', '3-4年经验', '本科', '招10人']"
大数据开发工程师-上海,,合资,500-1000人,汽车,"['上海-浦东新区', '3-4年经验', '本科', '招1人']"
大数据开发工程师,1.5-2万/月,外资（非欧美）,500-1000人,互联网/电子商务,"['上海-浦东新区', '3-4年经验', '大专', '招2人']"
大数据开发工程师,2.2-3万/月,国企,150-500人,交通/运输/物流,"['深圳-罗湖区', '3-4年经验', '本科', '招1人']"
大数据开发工程师（WHY1207）,1-1.5万/月,民营公司,,计算机软件,"['武汉-东湖新技术产业开发区', '2年经验', '本科', '招2人']"
大数据开发（Hadoop）工程师,1.5-3万/月,民营公司,少于50人,计算机软件,"['异地招聘', '3-4年经验', '大专', '招2人']"
大数据开发工程师（北京，宁，数仓） (MJ000052),1.5-2.9万/月,上市公司,1000-5000人,计算机软件,"['北京-朝阳区', '5-7年经验', '本科', '招5人']"
高级Java工程师（大数据，数据挖掘）（TJ0010）,,民营公司,150-500人,计算机软件,"['苏州', '5-7年经验', '本科', '招若干人']"
大数据开发岗,30-50万/年,上市公司,1000-5000人,金融/投资/证券,"['深圳-福田区', '3-4年经验', '本科', '招1人']"
大数据开发工程师,1.5-2.5万/月,民营公司,50-150人,计算机软件,"['异地招聘', '5-7年经验', '本科', '招1人']"
大数据架构师,3-4万/月,国企,150-500人,金融/投资/证券,"['杭州-下城区', '5-7年经验', '本科', '招1人']"
大数据开发工程师,18-24万/年,民营公司,1000-5000人,多元化业务集团公司,"['广州-越秀区', '3-4年经验', '本科', '招1人']"
大数据开发工程师,0.7-1.5万/月,民营公司,50-150人,计算机软件,"['西安-高新技术产业开发区', '3-4年经验', '本科', '招3人']"
大数据开发工程师,0.8-1万/月,民营公司,50-150人,计算机软件,"['青岛-黄岛区', '5-7年经验', '本科', '招2人']"
大数据开发工程师,0.8-1万/月,民营公司,1000-5000人,通信/电信/网络设备,"['南昌', '2年经验', '本科', '招2人']"
大数据开发工程师,2-2.5万/月,民营公司,少于50人,计算机软件,"['西安-雁塔区', '2年经验', '大专', '招3人']"
大数据开发工程师,0.6-1.2万/月,上市公司,1000-5000人,制药/生物工程,"['郑州-经开区', '2年经验', '本科', '招3人']"
大数据开发工程师（工业AI）(JKMPP),1.5-3万/月,民营公司,150-500人,仪器仪表/工业自动化,"['上海-松江区', '3-4年经验', '本科', '招5人']"
大数据经理/总监,2.5-4万/月,民营公司,500-1000人,互联网/电子商务,"['深圳-南山区', '5-7年经验', '本科', '招1人']"
大数据开发工程师,1.5-2万/月,民营公司,,计算机软件,"['北京-西城区', '3-4年经验', '大专', '招5人']"
